"transaction_id";"sender_account_id";"receiver_account_id";"transaction_amount";"transaction_type";"timestamp";"transaction_status";"fraud_flag";"geolocation";"device_used";"network_slice_id";"latency";"slice_bandwidth_mbps";"pin_code"
"TXN8636686575";"ACC93548";"ACC42106";630.84;"Withdrawal";"2025-01-17 10:54:00";"Failed";"FALSE";"35.6895 N, 0.1278 W";"Desktop";"Slice1";20;207;2495
"TXN2617645101";"ACC64441";"ACC97513";55.17;"Transfer";"2025-01-17 10:28:00";"Failed";"FALSE";"35.6895 N, -74.006 W";"Mobile";"Slice3";17;209;1176
"TXN5884141090";"ACC87519";"ACC55381";293.9;"Deposit";"2025-01-17 10:02:00";"Success";"FALSE";"34.0522 N, 37.6173 W";"Mobile";"Slice3";5;123;3761
"TXN1475843170";"ACC41101";"ACC23216";440.3;"Transfer";"2025-01-17 10:06:00";"Failed";"FALSE";"40.7128 N, 139.6917 W";"Desktop";"Slice2";16;229;5359
"TXN4227899265";"ACC65747";"ACC20563";739.69;"Transfer";"2025-01-17 10:40:00";"Failed";"FALSE";"48.8566 N, 139.6917 W";"Desktop";"Slice2";8;59;1094
"TXN7679630871";"ACC25570";"ACC61224";806.15;"Withdrawal";"2025-01-17 10:53:00";"Failed";"FALSE";"48.8566 N, -118.2437 W";"Desktop";"Slice3";8;114;2837
"TXN6137594808";"ACC97313";"ACC19149";741.96;"Transfer";"2025-01-17 10:30:00";"Success";"TRUE";"51.5074 N, -118.2437 W";"Mobile";"Slice2";10;205;4659
"TXN8607691435";"ACC13367";"ACC35613";304.9;"Deposit";"2025-01-17 10:53:00";"Failed";"TRUE";"55.7558 N, 0.1278 W";"Mobile";"Slice1";20;154;7755
"TXN7681972361";"ACC98822";"ACC25732";741.72;"Transfer";"2025-01-17 10:13:00";"Success";"FALSE";"34.0522 N, 139.6917 W";"Mobile";"Slice1";3;78;3610
"TXN6226593450";"ACC75732";"ACC87833";487.33;"Deposit";"2025-01-17 10:05:00";"Success";"TRUE";"40.7128 N, 37.6173 W";"Mobile";"Slice1";15;132;6431
"TXN3832468814";"ACC30411";"ACC89361";501.06;"Transfer";"2025-01-17 10:23:00";"Success";"TRUE";"55.7558 N, 2.3522 W";"Desktop";"Slice2";10;168;6221
"TXN7238168935";"ACC93016";"ACC33694";295.86;"Withdrawal";"2025-01-17 10:36:00";"Failed";"FALSE";"51.5074 N, 37.6173 W";"Desktop";"Slice1";6;180;4465
"TXN5691669939";"ACC53374";"ACC72898";369.79;"Withdrawal";"2025-01-17 10:17:00";"Success";"FALSE";"34.0522 N, 0.1278 W";"Mobile";"Slice3";4;87;7013
"TXN3908230781";"ACC15821";"ACC43879";306.68;"Withdrawal";"2025-01-17 10:57:00";"Success";"FALSE";"34.0522 N, -118.2437 W";"Desktop";"Slice1";11;61;4302
"TXN9364574524";"ACC52775";"ACC73924";546.48;"Transfer";"2025-01-17 10:56:00";"Failed";"FALSE";"55.7558 N, -74.006 W";"Desktop";"Slice3";11;56;8521
"TXN9041339676";"ACC50375";"ACC53869";662.62;"Transfer";"2025-01-17 10:16:00";"Success";"FALSE";"51.5074 N, -74.006 W";"Desktop";"Slice3";6;81;4790
"TXN4465020791";"ACC75741";"ACC46887";827.95;"Transfer";"2025-01-17 10:15:00";"Failed";"FALSE";"35.6895 N, 0.1278 W";"Desktop";"Slice3";11;89;4463
"TXN4660989719";"ACC43060";"ACC70548";935.02;"Deposit";"2025-01-17 10:40:00";"Failed";"FALSE";"35.6895 N, -118.2437 W";"Desktop";"Slice3";9;217;3882
"TXN4097123150";"ACC36805";"ACC33267";519.04;"Deposit";"2025-01-17 10:52:00";"Success";"FALSE";"40.7128 N, 139.6917 W";"Mobile";"Slice2";3;132;3407
"TXN7739005738";"ACC42183";"ACC40073";171.92;"Deposit";"2025-01-17 10:55:00";"Failed";"FALSE";"48.8566 N, 0.1278 W";"Mobile";"Slice3";17;184;1657
"TXN2216713090";"ACC19437";"ACC87522";827.11;"Transfer";"2025-01-17 10:28:00";"Success";"FALSE";"34.0522 N, -74.006 W";"Mobile";"Slice1";7;80;1776
"TXN4299026679";"ACC81116";"ACC90268";108.56;"Deposit";"2025-01-17 10:20:00";"Failed";"TRUE";"40.7128 N, 37.6173 W";"Mobile";"Slice3";5;110;7519
"TXN5910132280";"ACC85661";"ACC75676";485.89;"Transfer";"2025-01-17 10:35:00";"Failed";"TRUE";"48.8566 N, -118.2437 W";"Desktop";"Slice3";16;175;3880
"TXN7406270861";"ACC11813";"ACC32424";106.01;"Withdrawal";"2025-01-17 10:59:00";"Failed";"TRUE";"48.8566 N, 37.6173 W";"Mobile";"Slice3";12;180;3941
"TXN2404826022";"ACC81145";"ACC30363";378.83;"Transfer";"2025-01-17 10:30:00";"Success";"TRUE";"34.0522 N, -118.2437 W";"Desktop";"Slice2";17;64;9997
"TXN8124689743";"ACC89997";"ACC99632";654.1;"Transfer";"2025-01-17 10:48:00";"Failed";"TRUE";"55.7558 N, 37.6173 W";"Desktop";"Slice2";9;244;9961
"TXN6019019626";"ACC29423";"ACC68041";394.98;"Transfer";"2025-01-17 10:52:00";"Success";"FALSE";"48.8566 N, 0.1278 W";"Desktop";"Slice1";15;227;3170
"TXN4675367499";"ACC49487";"ACC48009";448.07;"Transfer";"2025-01-17 10:45:00";"Failed";"TRUE";"40.7128 N, 0.1278 W";"Desktop";"Slice1";7;234;6436
"TXN2012949729";"ACC82186";"ACC25267";799.39;"Transfer";"2025-01-17 10:24:00";"Success";"TRUE";"40.7128 N, 2.3522 W";"Mobile";"Slice3";19;83;3057
"TXN6250036065";"ACC44381";"ACC45138";723.45;"Transfer";"2025-01-17 10:38:00";"Success";"TRUE";"51.5074 N, -118.2437 W";"Desktop";"Slice3";17;207;4979
"TXN5412906599";"ACC31830";"ACC84084";602.08;"Transfer";"2025-01-17 10:08:00";"Failed";"FALSE";"35.6895 N, -118.2437 W";"Mobile";"Slice3";12;176;8553
"TXN1652892325";"ACC92545";"ACC75306";660.16;"Deposit";"2025-01-17 10:06:00";"Failed";"FALSE";"34.0522 N, 139.6917 W";"Mobile";"Slice1";17;215;9481
"TXN6007193928";"ACC80030";"ACC20498";404.35;"Transfer";"2025-01-17 10:30:00";"Success";"FALSE";"40.7128 N, 2.3522 W";"Desktop";"Slice3";14;232;5706
"TXN3114507871";"ACC81093";"ACC72767";384.21;"Transfer";"2025-01-17 10:03:00";"Failed";"FALSE";"35.6895 N, 2.3522 W";"Mobile";"Slice3";12;248;3607
"TXN4902897998";"ACC77412";"ACC28013";198.65;"Transfer";"2025-01-17 10:37:00";"Failed";"FALSE";"55.7558 N, -118.2437 W";"Desktop";"Slice2";17;56;9622
"TXN4817965241";"ACC95824";"ACC83875";864.58;"Deposit";"2025-01-17 10:02:00";"Success";"TRUE";"40.7128 N, 37.6173 W";"Desktop";"Slice3";19;235;2438
"TXN3688144089";"ACC86726";"ACC75108";698.69;"Transfer";"2025-01-17 10:58:00";"Success";"TRUE";"34.0522 N, -74.006 W";"Mobile";"Slice2";10;82;4951
"TXN7768798227";"ACC29509";"ACC11635";582.69;"Transfer";"2025-01-17 10:23:00";"Failed";"TRUE";"40.7128 N, 37.6173 W";"Desktop";"Slice2";6;226;1229
"TXN7372888615";"ACC79388";"ACC10131";915.57;"Transfer";"2025-01-17 10:35:00";"Failed";"FALSE";"48.8566 N, 139.6917 W";"Mobile";"Slice1";11;168;6981
"TXN6496802872";"ACC58666";"ACC81007";766.64;"Deposit";"2025-01-17 10:04:00";"Success";"FALSE";"34.0522 N, 37.6173 W";"Mobile";"Slice1";19;131;6596
"TXN2190673228";"ACC47900";"ACC15352";559.49;"Withdrawal";"2025-01-17 10:44:00";"Failed";"TRUE";"51.5074 N, -118.2437 W";"Desktop";"Slice2";6;173;5776
"TXN7291688324";"ACC51850";"ACC77032";601.16;"Deposit";"2025-01-17 10:13:00";"Failed";"FALSE";"55.7558 N, -74.006 W";"Mobile";"Slice1";19;125;3790
"TXN3578739019";"ACC11332";"ACC95588";250.92;"Deposit";"2025-01-17 10:47:00";"Failed";"FALSE";"51.5074 N, 0.1278 W";"Desktop";"Slice2";15;248;6386
"TXN1041461220";"ACC13852";"ACC14965";495.85;"Transfer";"2025-01-17 10:38:00";"Success";"TRUE";"51.5074 N, 37.6173 W";"Desktop";"Slice2";14;184;5251
"TXN3051028291";"ACC57933";"ACC52429";641.56;"Transfer";"2025-01-17 10:32:00";"Success";"TRUE";"48.8566 N, 2.3522 W";"Mobile";"Slice2";15;243;7576
"TXN1372797888";"ACC57771";"ACC28955";978.9;"Withdrawal";"2025-01-17 10:36:00";"Success";"FALSE";"40.7128 N, 37.6173 W";"Desktop";"Slice3";9;244;6345
"TXN2981368392";"ACC59255";"ACC53003";376.95;"Transfer";"2025-01-17 10:30:00";"Failed";"FALSE";"35.6895 N, 2.3522 W";"Mobile";"Slice3";17;194;7865
"TXN1135873779";"ACC24360";"ACC36461";920.92;"Deposit";"2025-01-17 10:52:00";"Success";"TRUE";"35.6895 N, -74.006 W";"Desktop";"Slice1";17;149;3107
"TXN1328647070";"ACC89958";"ACC33093";891.01;"Transfer";"2025-01-17 10:18:00";"Failed";"TRUE";"35.6895 N, -118.2437 W";"Desktop";"Slice2";13;176;5049
"TXN4179721497";"ACC93575";"ACC61999";165.65;"Withdrawal";"2025-01-17 10:46:00";"Success";"TRUE";"51.5074 N, -118.2437 W";"Desktop";"Slice2";4;208;8968
"TXN2070571988";"ACC94322";"ACC17821";641.13;"Transfer";"2025-01-17 10:42:00";"Success";"FALSE";"48.8566 N, 37.6173 W";"Mobile";"Slice1";14;183;1116
"TXN1116395817";"ACC49997";"ACC16705";653.41;"Deposit";"2025-01-17 10:40:00";"Success";"TRUE";"34.0522 N, -118.2437 W";"Mobile";"Slice3";12;244;3221
"TXN4561707407";"ACC89895";"ACC94273";396.91;"Transfer";"2025-01-17 10:16:00";"Failed";"FALSE";"35.6895 N, 139.6917 W";"Mobile";"Slice1";10;211;5084
"TXN5060420362";"ACC52545";"ACC44016";659.9;"Transfer";"2025-01-17 10:15:00";"Success";"FALSE";"40.7128 N, 2.3522 W";"Mobile";"Slice1";17;84;2264
"TXN9297678665";"ACC25920";"ACC85405";56.93;"Transfer";"2025-01-17 10:32:00";"Failed";"FALSE";"35.6895 N, -74.006 W";"Desktop";"Slice1";17;101;2731
"TXN5954761833";"ACC11424";"ACC83140";219.4;"Withdrawal";"2025-01-17 10:49:00";"Success";"TRUE";"34.0522 N, 0.1278 W";"Desktop";"Slice1";18;163;6771
"TXN4692899483";"ACC79416";"ACC10182";252.71;"Transfer";"2025-01-17 10:48:00";"Failed";"FALSE";"34.0522 N, 37.6173 W";"Desktop";"Slice1";15;121;6448
"TXN1031246972";"ACC45883";"ACC70147";358.53;"Withdrawal";"2025-01-17 10:27:00";"Failed";"FALSE";"48.8566 N, 139.6917 W";"Mobile";"Slice1";13;126;1546
"TXN6201618839";"ACC15918";"ACC29832";207.64;"Deposit";"2025-01-17 10:27:00";"Failed";"FALSE";"34.0522 N, 139.6917 W";"Mobile";"Slice2";19;154;5639
"TXN1256384918";"ACC44416";"ACC80838";92.76;"Transfer";"2025-01-17 10:42:00";"Failed";"FALSE";"51.5074 N, 37.6173 W";"Mobile";"Slice2";9;103;6624
"TXN9377571688";"ACC40248";"ACC64197";91.93;"Transfer";"2025-01-17 10:26:00";"Success";"TRUE";"55.7558 N, 139.6917 W";"Mobile";"Slice1";3;168;4182
"TXN9707081841";"ACC80174";"ACC53686";596.1;"Transfer";"2025-01-17 10:02:00";"Success";"FALSE";"55.7558 N, -74.006 W";"Mobile";"Slice3";13;92;3575
"TXN8294020649";"ACC17126";"ACC78651";129.93;"Transfer";"2025-01-17 11:00:00";"Success";"FALSE";"51.5074 N, 37.6173 W";"Desktop";"Slice1";4;157;6872
"TXN4687071393";"ACC53033";"ACC71691";570.72;"Transfer";"2025-01-17 10:36:00";"Failed";"FALSE";"55.7558 N, -74.006 W";"Desktop";"Slice1";4;62;3258
"TXN5673009522";"ACC67448";"ACC20460";655.7;"Withdrawal";"2025-01-17 10:33:00";"Success";"FALSE";"48.8566 N, 2.3522 W";"Desktop";"Slice1";3;164;5029
"TXN8792646343";"ACC38343";"ACC11206";555.28;"Withdrawal";"2025-01-17 10:06:00";"Success";"FALSE";"34.0522 N, -118.2437 W";"Mobile";"Slice2";19;147;8935
"TXN8464942775";"ACC54102";"ACC27415";333.77;"Transfer";"2025-01-17 10:01:00";"Success";"FALSE";"35.6895 N, 2.3522 W";"Mobile";"Slice3";5;55;4971
"TXN8285055381";"ACC12207";"ACC37690";731.29;"Withdrawal";"2025-01-17 10:33:00";"Success";"FALSE";"51.5074 N, 139.6917 W";"Desktop";"Slice3";7;54;6291
"TXN2364240559";"ACC58064";"ACC89260";192.43;"Deposit";"2025-01-17 10:33:00";"Success";"TRUE";"35.6895 N, 37.6173 W";"Mobile";"Slice3";9;166;1039
"TXN4629063974";"ACC73573";"ACC74408";810.23;"Transfer";"2025-01-17 10:46:00";"Failed";"FALSE";"34.0522 N, 0.1278 W";"Mobile";"Slice2";10;124;3125
"TXN8231379842";"ACC72707";"ACC22063";341.45;"Transfer";"2025-01-17 10:28:00";"Failed";"TRUE";"34.0522 N, -74.006 W";"Mobile";"Slice3";17;140;2072
"TXN2630496789";"ACC11158";"ACC54603";938.65;"Deposit";"2025-01-17 10:44:00";"Success";"FALSE";"34.0522 N, 139.6917 W";"Desktop";"Slice2";18;136;2502
"TXN7744872067";"ACC90264";"ACC16628";958.18;"Transfer";"2025-01-17 10:58:00";"Success";"FALSE";"35.6895 N, 0.1278 W";"Desktop";"Slice3";16;217;5496
"TXN8572380298";"ACC70377";"ACC20352";938.68;"Transfer";"2025-01-17 10:15:00";"Failed";"TRUE";"40.7128 N, 139.6917 W";"Mobile";"Slice3";17;139;6668
"TXN1944161554";"ACC52350";"ACC69265";800.31;"Deposit";"2025-01-17 10:05:00";"Failed";"TRUE";"51.5074 N, 0.1278 W";"Mobile";"Slice2";11;154;5804
"TXN8092655434";"ACC92997";"ACC93368";89.69;"Transfer";"2025-01-17 10:52:00";"Failed";"TRUE";"51.5074 N, 2.3522 W";"Desktop";"Slice3";15;172;6036
"TXN5708760402";"ACC87072";"ACC89896";990.36;"Deposit";"2025-01-17 10:27:00";"Failed";"FALSE";"51.5074 N, -118.2437 W";"Mobile";"Slice1";16;223;1929
"TXN1726351367";"ACC88350";"ACC42527";193.35;"Deposit";"2025-01-17 10:15:00";"Failed";"TRUE";"48.8566 N, 37.6173 W";"Desktop";"Slice3";14;159;5418
"TXN2968614458";"ACC84446";"ACC47277";641.89;"Transfer";"2025-01-17 10:59:00";"Success";"TRUE";"34.0522 N, -74.006 W";"Mobile";"Slice2";20;193;3004
"TXN9369323463";"ACC21138";"ACC45215";548.18;"Deposit";"2025-01-17 10:58:00";"Failed";"TRUE";"40.7128 N, 2.3522 W";"Mobile";"Slice2";18;230;8976
"TXN4884680145";"ACC47209";"ACC60295";93.19;"Transfer";"2025-01-17 10:12:00";"Failed";"FALSE";"40.7128 N, -118.2437 W";"Desktop";"Slice2";19;133;9622
"TXN3689859259";"ACC26383";"ACC55770";974.06;"Withdrawal";"2025-01-17 10:30:00";"Failed";"TRUE";"35.6895 N, 0.1278 W";"Desktop";"Slice3";10;185;4286
"TXN5303967789";"ACC16801";"ACC30926";71.67;"Transfer";"2025-01-17 10:46:00";"Failed";"FALSE";"34.0522 N, -118.2437 W";"Desktop";"Slice1";19;250;5265
"TXN8465634743";"ACC86251";"ACC39807";788.22;"Deposit";"2025-01-17 10:02:00";"Failed";"TRUE";"48.8566 N, -74.006 W";"Desktop";"Slice2";3;187;5898
"TXN2189034163";"ACC24939";"ACC96021";274.99;"Deposit";"2025-01-17 10:34:00";"Success";"FALSE";"34.0522 N, -118.2437 W";"Mobile";"Slice2";10;75;7009
"TXN1179409810";"ACC58088";"ACC32898";385.75;"Deposit";"2025-01-17 10:10:00";"Failed";"TRUE";"48.8566 N, 139.6917 W";"Mobile";"Slice1";9;235;8696
"TXN1744197967";"ACC80321";"ACC53228";819.88;"Deposit";"2025-01-17 10:35:00";"Failed";"TRUE";"48.8566 N, 139.6917 W";"Mobile";"Slice2";16;90;8897
"TXN7033130898";"ACC91152";"ACC74032";500.19;"Transfer";"2025-01-17 10:17:00";"Success";"FALSE";"35.6895 N, 0.1278 W";"Mobile";"Slice1";3;167;4936
"TXN1050678444";"ACC90361";"ACC34735";703.97;"Deposit";"2025-01-17 10:35:00";"Success";"FALSE";"40.7128 N, 37.6173 W";"Desktop";"Slice2";13;204;9805
"TXN9135908826";"ACC17264";"ACC93263";773.32;"Deposit";"2025-01-17 10:16:00";"Failed";"TRUE";"48.8566 N, -74.006 W";"Mobile";"Slice3";19;163;9117
"TXN1970224238";"ACC67387";"ACC36934";480.09;"Withdrawal";"2025-01-17 10:50:00";"Success";"TRUE";"51.5074 N, 2.3522 W";"Mobile";"Slice3";6;215;2221
"TXN3080727808";"ACC80662";"ACC47063";820.56;"Transfer";"2025-01-17 10:18:00";"Failed";"TRUE";"35.6895 N, 2.3522 W";"Mobile";"Slice3";17;69;9133
"TXN6278346936";"ACC53270";"ACC92038";446.48;"Deposit";"2025-01-17 10:11:00";"Failed";"TRUE";"48.8566 N, -118.2437 W";"Desktop";"Slice1";11;71;1417
"TXN1820448910";"ACC48398";"ACC74025";823.27;"Withdrawal";"2025-01-17 10:16:00";"Success";"TRUE";"34.0522 N, 139.6917 W";"Mobile";"Slice1";13;121;5715
"TXN7206567493";"ACC30969";"ACC84687";130.81;"Transfer";"2025-01-17 10:22:00";"Success";"FALSE";"51.5074 N, 139.6917 W";"Desktop";"Slice1";6;205;5339
"TXN5851162281";"ACC82654";"ACC11191";968.25;"Withdrawal";"2025-01-17 10:46:00";"Failed";"FALSE";"55.7558 N, 139.6917 W";"Mobile";"Slice1";9;172;9536
"TXN8908021818";"ACC63242";"ACC88672";986.71;"Withdrawal";"2025-01-17 10:41:00";"Failed";"FALSE";"48.8566 N, 2.3522 W";"Mobile";"Slice1";7;211;8832
"TXN3216142297";"ACC31311";"ACC77960";958.06;"Withdrawal";"2025-01-17 10:57:00";"Failed";"TRUE";"35.6895 N, -74.006 W";"Desktop";"Slice3";17;171;6169
"TXN5767453846";"ACC83546";"ACC68913";464.88;"Transfer";"2025-01-17 10:09:00";"Failed";"TRUE";"48.8566 N, 139.6917 W";"Mobile";"Slice1";13;169;3204
"TXN3949060475";"ACC30530";"ACC25906";60.88;"Withdrawal";"2025-01-17 10:23:00";"Failed";"FALSE";"35.6895 N, 2.3522 W";"Desktop";"Slice3";11;103;9002
"TXN8924266239";"ACC98677";"ACC45130";859.59;"Withdrawal";"2025-01-17 10:47:00";"Success";"FALSE";"34.0522 N, 37.6173 W";"Mobile";"Slice1";18;92;2984
"TXN8231371570";"ACC59991";"ACC77139";947.46;"Deposit";"2025-01-17 10:32:00";"Failed";"TRUE";"34.0522 N, 0.1278 W";"Desktop";"Slice2";10;54;7884
"TXN5435924496";"ACC23369";"ACC88438";945.11;"Transfer";"2025-01-17 10:49:00";"Failed";"FALSE";"40.7128 N, 2.3522 W";"Mobile";"Slice1";8;210;6678
"TXN6129053886";"ACC18443";"ACC83101";177.33;"Withdrawal";"2025-01-17 10:21:00";"Failed";"TRUE";"40.7128 N, 139.6917 W";"Mobile";"Slice3";17;128;9331
"TXN5540950494";"ACC93583";"ACC43835";620.69;"Transfer";"2025-01-17 10:20:00";"Success";"TRUE";"35.6895 N, 2.3522 W";"Mobile";"Slice1";18;196;1307
"TXN4686574441";"ACC56048";"ACC61043";92.47;"Withdrawal";"2025-01-17 10:13:00";"Failed";"FALSE";"51.5074 N, 139.6917 W";"Mobile";"Slice1";5;51;5012
"TXN9047821038";"ACC33191";"ACC19227";321.27;"Transfer";"2025-01-17 10:49:00";"Failed";"TRUE";"35.6895 N, 139.6917 W";"Mobile";"Slice2";3;77;4885
"TXN7141693754";"ACC17147";"ACC83990";797.15;"Withdrawal";"2025-01-17 10:18:00";"Success";"TRUE";"48.8566 N, 0.1278 W";"Mobile";"Slice1";6;108;8413
"TXN8986153861";"ACC43485";"ACC31302";821.91;"Deposit";"2025-01-17 10:03:00";"Failed";"TRUE";"55.7558 N, 2.3522 W";"Mobile";"Slice1";12;173;5139
"TXN9531075832";"ACC26439";"ACC67106";504.87;"Deposit";"2025-01-17 10:04:00";"Failed";"TRUE";"51.5074 N, 0.1278 W";"Mobile";"Slice3";6;148;6375
"TXN2554762755";"ACC15906";"ACC51253";501.32;"Transfer";"2025-01-17 10:09:00";"Failed";"TRUE";"40.7128 N, -74.006 W";"Desktop";"Slice2";16;98;8557
"TXN5816994707";"ACC11488";"ACC74499";290.98;"Withdrawal";"2025-01-17 10:58:00";"Success";"FALSE";"48.8566 N, 37.6173 W";"Mobile";"Slice1";14;162;3718
"TXN4681351299";"ACC74938";"ACC36081";995.32;"Transfer";"2025-01-17 10:19:00";"Success";"TRUE";"35.6895 N, 139.6917 W";"Mobile";"Slice3";5;196;7338
"TXN5170975065";"ACC54347";"ACC45640";599.34;"Deposit";"2025-01-17 10:42:00";"Success";"FALSE";"55.7558 N, 2.3522 W";"Mobile";"Slice2";14;98;9467
"TXN7211607925";"ACC66816";"ACC32656";399.64;"Deposit";"2025-01-17 10:35:00";"Failed";"FALSE";"35.6895 N, -118.2437 W";"Desktop";"Slice2";18;180;7185
"TXN1038301181";"ACC85559";"ACC68236";363.94;"Deposit";"2025-01-17 10:40:00";"Failed";"TRUE";"35.6895 N, -74.006 W";"Desktop";"Slice3";15;240;7223
"TXN4271800273";"ACC58690";"ACC58950";216.24;"Transfer";"2025-01-17 10:46:00";"Failed";"TRUE";"40.7128 N, 0.1278 W";"Mobile";"Slice3";16;196;3751
"TXN3155729746";"ACC57197";"ACC92724";779.86;"Transfer";"2025-01-17 10:41:00";"Success";"TRUE";"51.5074 N, -74.006 W";"Desktop";"Slice3";13;111;6459
"TXN2708041658";"ACC69694";"ACC58029";706.74;"Withdrawal";"2025-01-17 10:18:00";"Success";"FALSE";"51.5074 N, 0.1278 W";"Desktop";"Slice3";19;148;1773
"TXN8389614998";"ACC33822";"ACC17633";298.62;"Transfer";"2025-01-17 10:21:00";"Success";"TRUE";"51.5074 N, 0.1278 W";"Mobile";"Slice2";15;194;5248
"TXN6124814564";"ACC89865";"ACC69190";742.52;"Deposit";"2025-01-17 10:43:00";"Failed";"FALSE";"55.7558 N, -74.006 W";"Mobile";"Slice1";11;66;7177
"TXN9422487543";"ACC69599";"ACC87697";416.36;"Withdrawal";"2025-01-17 10:24:00";"Failed";"TRUE";"51.5074 N, 2.3522 W";"Desktop";"Slice3";9;112;3961
"TXN6641751619";"ACC37684";"ACC70681";712.32;"Transfer";"2025-01-17 10:39:00";"Success";"FALSE";"48.8566 N, -118.2437 W";"Desktop";"Slice1";3;183;6740
"TXN7160668900";"ACC88153";"ACC20677";752.37;"Deposit";"2025-01-17 10:39:00";"Failed";"TRUE";"40.7128 N, 0.1278 W";"Desktop";"Slice3";9;108;1157
"TXN2964791595";"ACC36472";"ACC96893";872.63;"Withdrawal";"2025-01-17 10:24:00";"Success";"FALSE";"34.0522 N, 0.1278 W";"Mobile";"Slice3";15;214;7499
"TXN9293390364";"ACC29164";"ACC16121";540.64;"Transfer";"2025-01-17 10:07:00";"Success";"FALSE";"48.8566 N, -74.006 W";"Mobile";"Slice3";8;241;4044
"TXN4140419451";"ACC75427";"ACC31108";462.23;"Transfer";"2025-01-17 10:56:00";"Failed";"FALSE";"35.6895 N, -74.006 W";"Mobile";"Slice2";10;58;9647
"TXN7891984901";"ACC51575";"ACC54890";765.79;"Transfer";"2025-01-17 10:06:00";"Success";"TRUE";"48.8566 N, 139.6917 W";"Desktop";"Slice2";20;180;5388
"TXN2506568464";"ACC20907";"ACC76958";462.35;"Transfer";"2025-01-17 10:10:00";"Failed";"TRUE";"40.7128 N, -118.2437 W";"Mobile";"Slice3";4;139;7445
"TXN6562159635";"ACC45743";"ACC71307";411.11;"Withdrawal";"2025-01-17 10:38:00";"Success";"TRUE";"35.6895 N, 0.1278 W";"Mobile";"Slice3";3;144;8779
"TXN4511284469";"ACC38144";"ACC34218";239.31;"Deposit";"2025-01-17 10:54:00";"Failed";"FALSE";"48.8566 N, 139.6917 W";"Mobile";"Slice2";10;128;7172
"TXN1094353264";"ACC80118";"ACC73164";548.03;"Transfer";"2025-01-17 10:16:00";"Success";"FALSE";"34.0522 N, 2.3522 W";"Mobile";"Slice3";13;77;2189
"TXN4367678924";"ACC83760";"ACC32440";664.85;"Withdrawal";"2025-01-17 10:34:00";"Success";"TRUE";"48.8566 N, 0.1278 W";"Desktop";"Slice1";14;235;6428
"TXN1968083968";"ACC54077";"ACC23684";297.46;"Withdrawal";"2025-01-17 10:27:00";"Success";"FALSE";"35.6895 N, 2.3522 W";"Desktop";"Slice3";20;107;4491
"TXN7501274627";"ACC52895";"ACC97810";426.24;"Transfer";"2025-01-17 10:09:00";"Failed";"FALSE";"40.7128 N, 37.6173 W";"Desktop";"Slice3";9;151;7129
"TXN9569616698";"ACC72948";"ACC75322";486.73;"Transfer";"2025-01-17 10:58:00";"Failed";"FALSE";"48.8566 N, 139.6917 W";"Mobile";"Slice1";16;54;7623
"TXN5912948830";"ACC23367";"ACC56353";995.33;"Transfer";"2025-01-17 10:05:00";"Failed";"TRUE";"51.5074 N, 0.1278 W";"Mobile";"Slice1";12;110;8039
"TXN1986531839";"ACC86247";"ACC31249";940.8;"Deposit";"2025-01-17 10:04:00";"Success";"TRUE";"51.5074 N, 2.3522 W";"Desktop";"Slice2";6;192;3001
"TXN8356708473";"ACC41289";"ACC99897";536.64;"Deposit";"2025-01-17 10:31:00";"Success";"FALSE";"51.5074 N, -74.006 W";"Desktop";"Slice3";4;65;2112
"TXN4507550717";"ACC26647";"ACC63782";425.58;"Transfer";"2025-01-17 10:09:00";"Failed";"FALSE";"40.7128 N, -74.006 W";"Desktop";"Slice3";17;187;4375
"TXN4822042533";"ACC27800";"ACC69900";301.68;"Withdrawal";"2025-01-17 11:00:00";"Failed";"TRUE";"34.0522 N, -118.2437 W";"Desktop";"Slice2";4;192;4457
"TXN5282408511";"ACC63134";"ACC54899";189.27;"Deposit";"2025-01-17 11:00:00";"Success";"TRUE";"55.7558 N, 0.1278 W";"Desktop";"Slice1";18;149;4739
"TXN5882730267";"ACC69574";"ACC42196";199.09;"Deposit";"2025-01-17 10:32:00";"Failed";"FALSE";"55.7558 N, 0.1278 W";"Mobile";"Slice3";7;90;9062
"TXN2671509786";"ACC47642";"ACC49609";702.72;"Deposit";"2025-01-17 10:23:00";"Failed";"TRUE";"40.7128 N, 0.1278 W";"Mobile";"Slice3";10;137;3011
"TXN7311146432";"ACC64767";"ACC81444";677.83;"Withdrawal";"2025-01-17 10:57:00";"Success";"FALSE";"55.7558 N, -74.006 W";"Desktop";"Slice3";14;153;8673
"TXN1041633816";"ACC60899";"ACC59622";734.06;"Withdrawal";"2025-01-17 10:31:00";"Success";"TRUE";"35.6895 N, 37.6173 W";"Mobile";"Slice2";15;169;3054
"TXN4417009985";"ACC71245";"ACC83737";638.32;"Transfer";"2025-01-17 10:20:00";"Failed";"FALSE";"55.7558 N, 37.6173 W";"Mobile";"Slice3";14;118;3492
"TXN7456715309";"ACC38285";"ACC27531";436.78;"Transfer";"2025-01-17 10:40:00";"Failed";"TRUE";"40.7128 N, -118.2437 W";"Mobile";"Slice3";19;138;7632
"TXN1864085218";"ACC33315";"ACC48785";728.37;"Withdrawal";"2025-01-17 10:11:00";"Failed";"FALSE";"48.8566 N, 2.3522 W";"Mobile";"Slice1";15;212;7808
